funcao
Coordenador Acadêmico Auxiliar
Diretor(a) Adjunto(a)
Coordenador(a) de Estágio
Coordenador de TCC
Coordenador GESTEC
Coordenador Acadêmico
Coordenadora de Extensão e Pesquisa
Secretaria Acadêmica
Auxiliar de Secretaria
Coordenador(a) do NADD
Auxiliar de Biblioteca
Auxiliar de Coordenação
Auxiliar de Direção
Web Developer
Técnico de Informática
